Datum,Volatilität
2011-05-31,2.1586751743753307
2011-06-01,2.1662224434240724
2011-06-02,2.176135936969622
2011-06-03,2.3471981442475838
2011-06-04,2.4627265980966317
2011-06-05,2.539168684103847
2011-06-06,2.5455520006638777
2011-06-07,2.6366018498231574
2011-06-08,2.671720661724599
2011-06-09,2.3695485629439124
2011-06-10,2.485532054740084
2011-06-11,3.0794407988779753
2011-06-12,3.0551811112038694
2011-06-13,3.0060900006469264
2011-06-14,3.0058148795555613
2011-06-15,2.983017283715893
2011-06-16,2.999022759800974
2011-06-17,3.0124711729068925
2011-06-18,3.013426523801887
2011-06-19,2.9038466244250967
2011-06-20,2.900552104700081
2011-06-21,2.896434155755293
2011-06-22,2.8957995358511717
2011-06-23,2.897466760383785
2011-06-24,2.8789314733914573
2011-06-25,2.8790391318120645
2011-06-26,2.8874272426682213
2011-06-27,2.8829048910291797
2011-06-28,2.883054114448483
2011-06-29,2.8839012529375077
2011-06-30,2.891511686754813
2011-07-01,2.888750843867611
2011-07-02,2.8727724595389557
2011-07-03,2.687153606810379
2011-07-04,2.5254911422721387
2011-07-05,2.5033988312482798
2011-07-06,2.5225044937455383
2011-07-07,2.3455949732722594
2011-07-08,2.2004965215199683
2011-07-09,2.2027187145135425
2011-07-10,2.13101498627325
2011-07-11,1.3112316200374003
2011-07-12,1.006726896313051
2011-07-13,0.9695255188773083
2011-07-14,0.9688522861381588
2011-07-15,0.9658503729257198
2011-07-16,0.8575756164134931
2011-07-17,0.8266146975336583
2011-07-18,0.7842109978679423
2011-07-19,0.7787350920290336
2011-07-20,0.7783385457461165
2011-07-21,0.7778476436344528
2011-07-22,0.778965140280822
2011-07-23,0.7788306661981017
2011-07-24,0.7851506032866489
2011-07-25,0.7858886966692264
2011-07-26,0.7614885839121678
2011-07-27,0.7576896559422802
2011-07-28,0.7602567202691274
2011-07-29,0.7607690135703229
2011-07-30,0.7494156139953121
2011-07-31,0.7372244657605278
2011-08-01,0.7386667133341465
2011-08-02,0.7844851072356807
2011-08-03,1.1299592971585786
2011-08-04,1.2403524732068631
2011-08-05,1.1676192223758806
2011-08-06,1.7719227287163022
2011-08-07,1.9183843826346958
2011-08-08,1.9166187514840531
2011-08-09,2.119124777498296
2011-08-10,2.116001344412422
2011-08-11,2.120780555946385
2011-08-12,2.121026867782122
2011-08-13,2.138855269187746
2011-08-14,2.1539475195027764
2011-08-15,2.1584246350442213
2011-08-16,2.155245016744157
2011-08-17,2.152675085791285
2011-08-18,2.149300923009211
2011-08-19,2.167183168991288
2011-08-20,2.167553787659426
2011-08-21,2.167242116109129
2011-08-22,2.169760091720765
2011-08-23,2.167709590343018
2011-08-24,2.167218187972389
2011-08-25,2.198653962281174
2011-08-26,2.260030229933623
2011-08-27,2.2708081537028786
2011-08-28,2.2827750773341995
2011-08-29,2.2821190666278297
2011-08-30,2.28222105445794
2011-08-31,2.2901983755269306
2011-09-01,2.278171443632349
2011-09-02,2.105984241677127
2011-09-03,2.0365451610016474
2011-09-04,2.0171336794372396
2011-09-05,1.469504801625079
2011-09-06,1.3650517895629104
2011-09-07,1.375699143670191
2011-09-08,1.0899468043147653
2011-09-09,1.3784391890667358
2011-09-10,1.3781774470157713
2011-09-11,1.5848822374379625
2011-09-12,1.567553153773738
2011-09-13,1.5440311455638247
2011-09-14,1.532858086826294
2011-09-15,1.5927208777431718
2011-09-16,1.5922637890418392
2011-09-17,1.5922881970998637
2011-09-18,1.6031293544927656
2011-09-19,1.6238270946723141
2011-09-20,1.6907819950043204
2011-09-21,1.7045852039907532
2011-09-22,1.7024027163510864
2011-09-23,1.7086241660407704
2011-09-24,1.675722765849201
2011-09-25,1.5928320794388586
2011-09-26,1.597149969832775
2011-09-27,1.5793792570404266
2011-09-28,1.5793300397475818
2011-09-29,1.5812127053229206
2011-09-30,1.602430147372337
2011-10-01,1.601407358491319
2011-10-02,1.5846078138383093
2011-10-03,1.5857344420811867
2011-10-04,1.5843870725303755
2011-10-05,1.5722834184120282
2011-10-06,1.5415535545518237
2011-10-07,1.557209501756481
2011-10-08,1.541490593128735
2011-10-09,1.2781059282638627
2011-10-10,1.2679749050206186
2011-10-11,1.0288363610099844
2011-10-12,1.0414597097022713
2011-10-13,1.0354860159436032
2011-10-14,1.033193488761208
2011-10-15,0.9160337554456816
2011-10-16,0.9462822803481714
2011-10-17,1.446203764029057
2011-10-18,1.3997756124826413
2011-10-19,1.3801002123987653
2011-10-20,1.3057106794129338
2011-10-21,1.3562179352821955
2011-10-22,1.5724127392493494
2011-10-23,1.5681519331504088
2011-10-24,1.7127032064136727
2011-10-25,1.7539363247001367
2011-10-26,1.7384349105753232
2011-10-27,1.7773383424903166
2011-10-28,1.7900853902474843
2011-10-29,1.8437089713751507
2011-10-30,1.8401531475655093
2011-10-31,1.8402364270839475
2011-11-01,1.8403864989593333
2011-11-02,1.8471803172148409
2011-11-03,1.8481361144398676
2011-11-04,1.8481063357353218
2011-11-05,1.8506106864143184
2011-11-06,1.8249106297679278
2011-11-07,1.8178419206175
2011-11-08,1.8153458813588401
2011-11-09,1.8160972608931134
2011-11-10,1.8152933898203187
2011-11-11,1.8293270195405107
2011-11-12,1.8286527925210947
2011-11-13,1.8285817017543977
2011-11-14,2.0818484605885192
2011-11-15,2.083028970591988
2011-11-16,1.7899554702029112
2011-11-17,1.834685182651952
2011-11-18,1.8493995412297746
2011-11-19,1.8618077920215894
2011-11-20,1.8327623996739832
2011-11-21,1.6824158176556283
2011-11-22,1.6840704355075518
2011-11-23,1.5114492773034731
2011-11-24,1.4882179770744108
2011-11-25,1.492791877466064
2011-11-26,1.454223176128324
2011-11-27,1.4416946750586035
2011-11-28,1.3798711319605101
2011-11-29,1.3811849999119008
2011-11-30,1.4099896090058985
2011-12-01,1.410806339811573
2011-12-02,1.407444040757413
2011-12-03,1.4517019730904646
2011-12-04,1.4523060187183798
2011-12-05,1.4460190116634872
2011-12-06,1.4568641814115357
2011-12-07,1.4566286453706734
2011-12-08,1.4562691084027324
2011-12-09,1.452979864105532
2011-12-10,1.4491683561154223
2011-12-11,1.4388923652464405
2011-12-12,1.4436425210468982
2011-12-13,1.4477968204303524
2011-12-14,0.9822003545535148
2011-12-15,0.9739022295597358
2011-12-16,0.9273780834378015
2011-12-17,0.7915303838388443
2011-12-18,0.7012454267801005
2011-12-19,0.7344191522216902
2011-12-20,0.8076331355273275
2011-12-21,0.8121770633414825
2011-12-22,0.8143861735248954
2011-12-23,0.8125440052860896
2011-12-24,0.8103657854968456
2011-12-25,0.829989088273598
2011-12-26,0.8553765680521062
2011-12-27,0.8543752166692948
2011-12-28,0.8543927892585019
2011-12-29,0.8308843136201318
2011-12-30,0.8006095082462508
2011-12-31,0.8613842988048123
2012-01-01,0.9209192997601594
2012-01-02,0.8117436914350146
2012-01-03,0.8651427561745444
2012-01-04,0.950246401372032
2012-01-05,1.166179462654927
2012-01-06,1.1789180856051977
2012-01-07,1.1746524545115349
2012-01-08,1.1706508780913647
2012-01-09,1.2740646573267733
2012-01-10,1.2677449221631238
2012-01-11,1.265742571151486
2012-01-12,1.2729027926454826
2012-01-13,1.2912219544464694
2012-01-14,1.294414815334426
2012-01-15,1.2919398704134069
2012-01-16,1.3131756609437957
2012-01-17,1.482073366048449
2012-01-18,1.4617441938843638
2012-01-19,1.4336144639510362
2012-01-20,1.4293813464469998
2012-01-21,1.4462426453025636
2012-01-22,1.4463532441099136
2012-01-23,1.4453644196513782
2012-01-24,1.4351256402424815
2012-01-25,1.4625346527260998
2012-01-26,1.4919173901375546
2012-01-27,1.4916029321401412
2012-01-28,1.5020220511352016
2012-01-29,1.5131810675179491
2012-01-30,1.473730551841142
2012-01-31,1.4264859120433353
2012-02-01,1.4672464863142083
2012-02-02,1.4450930900960963
2012-02-03,1.3779253541310574
2012-02-04,1.1404568156327322
2012-02-05,1.1389735496192588
2012-02-06,1.1429553345293655
2012-02-07,1.1423297057445672
2012-02-08,1.0744555703432384
2012-02-09,1.0847932362737396
2012-02-10,1.044856725140714
2012-02-11,1.0579839967758227
2012-02-12,1.0420459851702495
2012-02-13,1.031747027380733
2012-02-14,1.1488610995220654
2012-02-15,1.1449175367126103
2012-02-16,0.9896953524032495
2012-02-17,0.9738142845410552
2012-02-18,0.935934994916078
2012-02-19,0.9458770766517821
2012-02-20,0.93750784825079
2012-02-21,0.930840433305441
2012-02-22,0.9430371718985469
2012-02-23,1.054200326281847
2012-02-24,1.0133789192357134
2012-02-25,0.9978337646170737
2012-02-26,1.0045723009747098
2012-02-27,0.9795650468116677
2012-02-28,0.970376262651531
2012-02-29,0.9668231187722109
2012-03-01,0.9684661152325365
2012-03-02,0.9016008160242064
2012-03-03,0.9012223806892272
2012-03-04,0.9176333963740452
2012-03-05,0.9276311492984469
2012-03-06,0.9230736707463153
2012-03-07,0.9136013135276287
2012-03-08,0.8991244528091096
2012-03-09,0.8988697949765441
2012-03-10,0.8845921248301999
2012-03-11,0.885085562967859
2012-03-12,0.8685146026208982
2012-03-13,0.9089537113063006
2012-03-14,0.8971061080966145
2012-03-15,0.6817149976012533
2012-03-16,0.6689037459790376
2012-03-17,0.67447589181711
2012-03-18,0.6691021939924705
2012-03-19,0.7755004572255105
2012-03-20,0.7715918111541237
2012-03-21,0.7714575705614464
2012-03-22,0.7724545149459745
2012-03-23,0.7643879863960278
2012-03-24,0.6267045123377669
2012-03-25,0.6321994875920702
2012-03-26,0.6106443302057963
2012-03-27,0.6179338523149182
2012-03-28,0.6174783840816258
2012-03-29,0.6148275301943865
2012-03-30,0.6159778213340603
2012-03-31,0.6154052378063233
2012-04-01,0.5977409164602865
2012-04-02,0.6013556514622675
2012-04-03,0.5837136859640017
2012-04-04,0.5728237119572085
2012-04-05,0.5728509263312415
2012-04-06,0.5721446451653772
2012-04-07,0.6020740311755844
2012-04-08,0.6058313910617952
2012-04-09,0.6082529967755023
2012-04-10,0.6062342442299746
2012-04-11,0.6096189920120771
2012-04-12,0.5492020268628002
2012-04-13,0.5436904079830674
2012-04-14,0.5435697271552813
2012-04-15,0.5434156691267727
2012-04-16,0.5382361228738398
2012-04-17,0.5373267711774343
2012-04-18,0.35847997679464993
2012-04-19,0.34516896810620873
2012-04-20,0.3684918200136666
2012-04-21,0.36352966624889016
2012-04-22,0.3660624014121712
2012-04-23,0.4061431301940189
2012-04-24,0.40152449895017417
2012-04-25,0.3996713517772909
2012-04-26,0.37840123848163715
2012-04-27,0.37763563252128474
2012-04-28,0.3894946879295025
2012-04-29,0.3918994811527353
2012-04-30,0.39164188218126816
2012-05-01,0.38826851748037516
2012-05-02,0.37781718630987887
2012-05-03,0.37928538421937164
2012-05-04,0.3810953330000147
2012-05-05,0.38109964491184645
2012-05-06,0.3812499802249889
2012-05-07,0.32707960593287927
2012-05-08,0.31981989009137446
2012-05-09,0.3156591015970463
2012-05-10,0.34373837658530915
2012-05-11,0.34643495008712505
2012-05-12,0.3465303907144276
2012-05-13,0.3464360704235012
2012-05-14,0.35019104128056106
2012-05-15,0.35066366425588186
2012-05-16,0.35118750872309323
2012-05-17,0.3501227259864441
2012-05-18,0.3366898008528523
2012-05-19,0.33662101546086076
2012-05-20,0.3039911380538416
2012-05-21,0.29929544972207384
2012-05-22,0.2972781950351965
2012-05-23,0.2466601574165784
2012-05-24,0.22880520931755705
2012-05-25,0.22837448856897646
2012-05-26,0.2290033953512795
2012-05-27,0.23012688380567553
2012-05-28,0.2109249691971087
2012-05-29,0.2029706976551594
2012-05-30,0.20178121386866174
2012-05-31,0.20103627007214697
2012-06-01,0.20420500664172084
2012-06-02,0.20170734404568588
2012-06-03,0.19830050963278925
2012-06-04,0.2016788911153462
2012-06-05,0.22690674508001318
2012-06-06,0.22693595413265522
2012-06-07,0.23757541012668676
2012-06-08,0.23738737844024335
2012-06-09,0.1927013228660076
2012-06-10,0.19516471941566943
2012-06-11,0.20142479823880727
2012-06-12,0.2090824352287929
2012-06-13,0.238090236503645
2012-06-14,0.23813883261943206
2012-06-15,0.3689435413802432
2012-06-16,0.37732532602877583
2012-06-17,0.4078436738204625
2012-06-18,0.41047034731656756
2012-06-19,0.41618241688067015
2012-06-20,0.4199807038336187
2012-06-21,0.41956839879628516
2012-06-22,0.4312212591287597
2012-06-23,0.4388701269686364
2012-06-24,0.44409772967607813
2012-06-25,0.4436488247129421
2012-06-26,0.4452446717795772
2012-06-27,0.45397425286465326
2012-06-28,0.45641217123111066
2012-06-29,0.45472667874170003
2012-06-30,0.4548150418198068
2012-07-01,0.45743127910600806
2012-07-02,0.4569802649297009
2012-07-03,0.49206983324784526
2012-07-04,0.4918755256937222
2012-07-05,0.4874785848624493
2012-07-06,0.488604860217799
2012-07-07,0.4862755129751837
2012-07-08,0.48626744156719015
2012-07-09,0.48915146007213833
2012-07-10,0.48472373501694177
2012-07-11,0.4864168824969357
2012-07-12,0.5474398773518359
2012-07-13,0.542973553932103
2012-07-14,0.549429515233039
2012-07-15,0.47107833038114844
2012-07-16,0.5844123925159121
2012-07-17,0.5658861156882316
2012-07-18,0.5699439901387048
2012-07-19,0.5817007208933234
2012-07-20,0.6040060732470641
2012-07-21,0.6117477469672137
2012-07-22,0.6379926904111588
2012-07-23,0.6311324713789721
2012-07-24,0.6271954724087706
2012-07-25,0.6256203440427534
2012-07-26,0.6251406304035466
2012-07-27,0.6203046111778113
2012-07-28,0.6190066254764548
2012-07-29,0.6275175486045304
2012-07-30,0.6384600710054057
2012-07-31,0.6372239698346361
2012-08-01,0.6375003517640986
2012-08-02,0.6682966257079211
2012-08-03,0.6730342184957152
2012-08-04,0.674795305658214
2012-08-05,0.6778008165656103
2012-08-06,0.6805211397971689
2012-08-07,0.6798613374372404
2012-08-08,0.6809324694771011
2012-08-09,0.6817727541877016
2012-08-10,0.6792676889823356
2012-08-11,0.636442101499597
2012-08-12,0.62988409737577
2012-08-13,0.624581240413727
2012-08-14,0.624405854142661
2012-08-15,0.5823433593944694
2012-08-16,0.5782442224378181
2012-08-17,0.8099741012532536
2012-08-18,0.8009193915591232
2012-08-19,1.5291118001572575
2012-08-20,1.7254065555112466
2012-08-21,1.7164586340462737
2012-08-22,1.7173867866402006
2012-08-23,1.7188843112442034
2012-08-24,1.724235284413814
2012-08-25,1.7247379666499973
2012-08-26,1.724643157105599
2012-08-27,1.7266604451709806
2012-08-28,1.7242323364106336
2012-08-29,1.7197510076180047
2012-08-30,1.7192364145168155
2012-08-31,1.7318354325001735
2012-09-01,1.6994184020314402
2012-09-02,1.6951546312176808
2012-09-03,1.6991072699503285
2012-09-04,1.699372641354206
2012-09-05,1.7114091740020319
2012-09-06,1.7106050876314522
2012-09-07,1.7114980818052503
2012-09-08,1.7115396265179226
2012-09-09,1.7084308806593704
2012-09-10,1.7086856265642083
2012-09-11,1.709097940356879
2012-09-12,1.7044569024544225
2012-09-13,1.7037805116175029
2012-09-14,1.6793534041466034
2012-09-15,1.6778745100238366
2012-09-16,1.593339634596165
2012-09-17,1.5933343072138348
2012-09-18,0.8873868377098424
2012-09-19,0.4340575848215813
2012-09-20,0.43786734892472
2012-09-21,0.43313395583736514
2012-09-22,0.43045700387578417
2012-09-23,0.4050088037106576
2012-09-24,0.4051819556090179
2012-09-25,0.4051651649513778
2012-09-26,0.39383677662820676
2012-09-27,0.39349162152544964
2012-09-28,0.3930009535780345
2012-09-29,0.38903230533731736
2012-09-30,0.31729868155700186
2012-10-01,0.3047060735503997
2012-10-02,0.31430762964007897
2012-10-03,0.30293578054552334
2012-10-04,0.2961747503609926
2012-10-05,0.24396234951009857
2012-10-06,0.24904822974148974
2012-10-07,0.3207203682066565
2012-10-08,0.32101781752790465
2012-10-09,0.3218009889957491
2012-10-10,0.32445475699598963
2012-10-11,0.32358748017198447
2012-10-12,0.32392890044238165
2012-10-13,0.3271585075101959
2012-10-14,0.3197525369765063
2012-10-15,0.3201983655511242
2012-10-16,0.31828221999766687
2012-10-17,0.31841832958785055
2012-10-18,0.302926145841115
2012-10-19,0.29218031611825984
2012-10-20,0.2825154446134082
2012-10-21,0.2821020368008045
2012-10-22,0.2819908554387535
2012-10-23,0.2821789252967753
2012-10-24,0.28136605209889975
2012-10-25,0.365098479889595
2012-10-26,0.42027739702445893
2012-10-27,0.4222551279636007
2012-10-28,0.45153877587055136
2012-10-29,0.4516950007773776
2012-10-30,0.4640902387710597
2012-10-31,0.47734795538449654
2012-11-01,0.49277583080320153
2012-11-02,0.49149170830964406
2012-11-03,0.497887321189048
2012-11-04,0.5024424309688994
2012-11-05,0.5013907175755032
2012-11-06,0.4685174143396794
2012-11-07,0.4687746955781867
2012-11-08,0.4668516424959701
2012-11-09,0.4610766911876236
2012-11-10,0.46232163989213504
2012-11-11,0.46233700266044897
2012-11-12,0.46453844394260174
2012-11-13,0.4638111530000038
2012-11-14,0.4623296725020739
2012-11-15,0.4701020444673237
2012-11-16,0.5002575610154418
2012-11-17,0.4988876490761976
2012-11-18,0.49713265096085524
2012-11-19,0.4991029296150846
2012-11-20,0.49842153604622713
2012-11-21,0.4980043727306171
2012-11-22,0.5304769694105756
2012-11-23,0.5312090174054204
2012-11-24,0.46572120258942107
2012-11-25,0.39355309819354395
2012-11-26,0.40339428097146307
2012-11-27,0.3836498846588658
2012-11-28,0.38132584314058965
2012-11-29,0.3737283526698052
2012-11-30,0.36445928460068416
2012-12-01,0.2918220604197908
2012-12-02,0.2892536703172608
2012-12-03,0.2883610156574098
2012-12-04,0.33496790232188056
2012-12-05,0.33394769690519877
2012-12-06,0.33615092937678104
2012-12-07,0.3369109009437042
2012-12-08,0.3391417877976969
2012-12-09,0.3354493245456146
2012-12-10,0.33569328119367986
2012-12-11,0.3342462306299085
2012-12-12,0.33388687175145493
2012-12-13,0.3319784147726326
2012-12-14,0.3348972317035028
2012-12-15,0.33444111759421513
2012-12-16,0.30664219899586354
2012-12-17,0.30783184212839804
2012-12-18,0.302811524804183
2012-12-19,0.30778125015765934
2012-12-20,0.3076927026238847
2012-12-21,0.30847727390007146
2012-12-22,0.25753515050005854
2012-12-23,0.2568848996163449
2012-12-24,0.2568491072303009
2012-12-25,0.25709624622488136
2012-12-26,0.2464560258397074
2012-12-27,0.24636046058066804
2012-12-28,0.24455333338829285
2012-12-29,0.2442006766055197
2012-12-30,0.243080100094214
2012-12-31,0.24302352397232233
2013-01-01,0.2494087726886177
2013-01-02,0.2459479165175452
2013-01-03,0.1551078836821344
2013-01-04,0.15705745752750785
2013-01-05,0.1563550962945899
2013-01-06,0.14752499376265613
2013-01-07,0.14988883793371593
2013-01-08,0.1541170782418034
2013-01-09,0.15391305989800066
2013-01-10,0.17537583883979146
2013-01-11,0.17249498497193558
2013-01-12,0.1736715224359474
2013-01-13,0.1744446307110411
2013-01-14,0.17565486946728046
2013-01-15,0.1673308539509719
2013-01-16,0.19639785586843317
2013-01-17,0.25504306507704877
2013-01-18,0.24939108539464835
2013-01-19,0.24952377651282398
2013-01-20,0.24842221287971844
2013-01-21,0.323316479657511
2013-01-22,0.3270796719469599
2013-01-23,0.3272748325913088
2013-01-24,0.3588765559274119
2013-01-25,0.36641341893048823
2013-01-26,0.36929285674338774
2013-01-27,0.37056135177711824
2013-01-28,0.39273270811263555
2013-01-29,0.4057267250522816
2013-01-30,0.40494830585048347
