Date,Equity
2023-03-25,1000.0
2023-03-26,992.6609441137766
2023-03-27,961.0474614631364
2023-03-28,956.5589600297768
2023-03-29,952.9221375757124
2023-03-30,997.487347603193
2023-03-31,954.3432548844455
2023-04-01,949.5289500869117
2023-04-02,923.6985100626753
2023-04-03,926.1041380037079
2023-04-04,928.1434482181373
2023-04-05,938.3352474766649
2023-04-06,905.7400042650686
2023-04-07,902.0080511570549
2023-04-08,897.5456652806266
2023-04-09,899.8748544492933
2023-04-10,966.4246719495123
2023-04-11,1069.6764023484352
2023-04-12,1060.4692942025774
2023-04-13,1055.7273205962142
2023-04-14,1087.100714259554
2023-04-15,1065.1949602644786
2023-04-16,1068.1755656900743
2023-04-17,1069.1158653905845
2023-04-18,1073.5266991155586
2023-04-19,1046.2049948231254
2023-04-20,1045.752305220885
2023-04-21,1048.6107420026149
2023-04-22,1042.2921325412785
2023-04-23,1043.2659691458111
2023-04-24,1030.8820141114504
2023-04-25,1028.2007726535583
2023-04-26,1094.8781721247524
2023-04-27,1138.8408798758896
2023-04-28,1140.809307953219
2023-04-29,1134.5294731832853
2023-04-30,1154.879152029132
2023-05-01,1080.4885557787775
2023-05-02,1070.9144768270348
2023-05-03,1073.2953555344277
2023-05-04,1074.9357829029368
2023-05-05,1084.584457645143
2023-05-06,1071.1717802420596
2023-05-07,1066.0709982342391
2023-05-08,1071.9165136382292
2023-05-09,1070.8631988811655
2023-05-10,1071.2561867353363
2023-05-11,1032.085816483169
2023-05-12,1040.2685232828098
2023-05-13,1032.107541766684
2023-05-14,1025.3554611451634
2023-05-15,1052.6424719406373
2023-05-16,1046.410548031461
2023-05-17,1043.0453654255537
2023-05-18,1035.545555745127
2023-05-19,1025.9520212832076
2023-05-20,1030.4722604797157
2023-05-21,1023.5903770481847
2023-05-22,1025.807136873909
2023-05-23,1033.8054752145931
2023-05-24,1034.354805389534
2023-05-25,1036.1367646034607
2023-05-26,1023.0287481318917
2023-05-27,1028.1377168794388
2023-05-28,1080.7014529069816
2023-05-29,1130.3293381175536
2023-05-30,1114.7788556490543
2023-05-31,1107.5872155560055
2023-06-01,1101.5967403723896
2023-06-02,1091.7465445706666
2023-06-03,1089.3020899644646
2023-06-04,1090.443586397082
2023-06-05,1027.4277992889722
2023-06-06,1029.745252772882
2023-06-07,1058.1620214464428
2023-06-08,1043.9983434953613
2023-06-09,1033.7955276109508
2023-06-10,1003.0774338160928
2023-06-11,1000.2215930146594
2023-06-12,1003.9704272733707
2023-06-13,1009.1318958496153
2023-06-14,962.4528436938535
2023-06-15,963.3063522297696
2023-06-16,960.153329068954
2023-06-17,1002.0529596483249
2023-06-18,1003.0734591728788
2023-06-19,1018.0873871074043
2023-06-20,1095.0737605197155
2023-06-21,1296.7488826466054
2023-06-22,1360.0915819823826
2023-06-23,1400.337306634264
2023-06-24,1392.9451559097163
2023-06-25,1394.6356096000413
2023-06-26,1368.0462628828761
2023-06-27,1358.2490011638063
2023-06-28,1325.85396542123
2023-06-29,1325.5931534114623
2023-06-30,1308.6329250955037
2023-07-01,1320.7188865555024
2023-07-02,1327.653959793982
2023-07-03,1361.673571744046
2023-07-04,1364.1903318239092
2023-07-05,1320.8728114890569
2023-07-06,1322.8080292453033
2023-07-07,1281.906830414393
2023-07-08,1272.746250562668
2023-07-09,1269.8504763100082
2023-07-10,1288.829817361045
2023-07-11,1289.3153221172693
2023-07-12,1301.6647470423034
2023-07-13,1322.2104784440844
2023-07-14,1302.964515857259
2023-07-15,1295.070152925202
2023-07-16,1295.3911092791166
2023-07-17,1294.4331447891727
2023-07-18,1296.6400308284185
2023-07-19,1288.4330729608744
2023-07-20,1282.241461350455
2023-07-21,1278.8573939260295
2023-07-22,1269.266423895725
2023-07-23,1268.131728287128
2023-07-24,1232.994980843962
2023-07-25,1228.1716790891635
2023-07-26,1228.917665907004
2023-07-27,1220.530217730476
2023-07-28,1216.7618181060254
2023-07-29,1209.932161484014
2023-07-30,1205.3312366538182
2023-07-31,1208.603379426201
2023-08-01,1198.240782775097
2023-08-02,1197.9019970867714
2023-08-03,1172.3815072179518
2023-08-04,1169.2364706893795
2023-08-05,1161.5704425009255
2023-08-06,1160.4020435401264
2023-08-07,1159.2493961915052
2023-08-08,1160.9725389370308
2023-08-09,1181.1557387691405
2023-08-10,1160.891263158584
2023-08-11,1150.0932405253645
2023-08-12,1137.462733188788
2023-08-13,1135.228189891028
2023-08-14,1134.9368840342777
2023-08-15,1130.9882738836297
2023-08-16,1130.019418554946
2023-08-17,1147.5271770115423
2023-08-18,1167.7605622761416
2023-08-19,1164.6997256290174
2023-08-20,1162.6335734101085
2023-08-21,1157.2582251452477
2023-08-22,1154.5413785366304
2023-08-23,1149.1998617541294
2023-08-24,1148.2781361184093
2023-08-25,1145.6017869511388
2023-08-26,1127.6661115611782
2023-08-27,1127.1014928863835
2023-08-28,1129.5818396483744
2023-08-29,1130.876413984821
2023-08-30,1167.28773182039
2023-08-31,1101.1775105328957
2023-09-01,1094.9605321338863
2023-09-02,1097.1308951755564
2023-09-03,1105.5091559008033
2023-09-04,1100.317902096317
2023-09-05,1102.6108374293626
2023-09-06,1103.6192297553407
2023-09-07,1104.6470440922044
2023-09-08,1109.734989606386
2023-09-09,1092.9637419034348
2023-09-10,1094.1343176713963
2023-09-11,1097.280797309957
2023-09-12,1101.164170543352
2023-09-13,1125.548602882102
2023-09-14,1156.1558386114814
2023-09-15,1153.531342624944
2023-09-16,1152.5474780059642
2023-09-17,1141.9077761541719
2023-09-18,1147.3213342225467
2023-09-19,1151.8349653202918
2023-09-20,1158.1744038756835
2023-09-21,1128.776967342132
2023-09-22,1118.4413555593887
2023-09-23,1108.390688402689
2023-09-24,1111.094164870023
2023-09-25,1115.8893303369161
2023-09-26,1116.4451747419732
2023-09-27,1126.9415197561716
2023-09-28,1154.4597516726785
2023-09-29,1167.8906790013862
2023-09-30,1149.6334504848232
2023-10-01,1203.272838582163
2023-10-02,1247.2861796547218
2023-10-03,1199.6014452545555
2023-10-04,1198.850413866602
2023-10-05,1211.5894637901706
2023-10-06,1203.4093904818208
2023-10-07,1221.335710639677
2023-10-08,1225.7636911418592
2023-10-09,1223.934856419617
2023-10-10,1224.9874651368293
2023-10-11,1221.6458446908991
2023-10-12,1222.9574428847843
2023-10-13,1218.2153537577494
2023-10-14,1214.2733570413213
2023-10-15,1230.2071082248276
2023-10-16,1332.3052002377494
2023-10-17,1349.7093268295912
2023-10-18,1358.522015771652
2023-10-19,1359.2616617882065
2023-10-20,1440.5558182912955
2023-10-21,1492.1450630597135
2023-10-22,1507.8789398178271
2023-10-23,1755.5993408375016
2023-10-24,1964.7392336206167
2023-10-25,1996.099198920133
2023-10-26,1997.2312620841333
2023-10-27,1961.3331226909718
2023-10-28,1944.0799431294477
2023-10-29,1953.7094958548682
2023-10-30,1977.0362945724612
2023-10-31,1968.7939312932406
